TensorFlow Version: 1.0.1
--- loss: 0.12440036237239838
--- loss: 0.17427517473697662
--- loss: 0.12262272089719772
--- loss: 0.11070922017097473
--- loss: 0.1447906196117401
--- loss: 0.10424183309078217
--- loss: 0.14954519271850586
--- loss: 0.11465544253587723
--- loss: 0.13060469925403595
--- loss: 0.1180543527007103
--- loss: 0.12729667127132416
--- loss: 0.14586582779884338
--- loss: 0.1367790848016739
--- loss: 0.12827026844024658
--- loss: 0.13478849828243256
--- loss: 0.1638660877943039
--- loss: 0.10563407093286514
--- loss: 0.08709695935249329
--- loss: 0.14729297161102295
--- loss: 0.12752261757850647
--- loss: 0.10092508792877197
--- loss: 0.17080256342887878
--- loss: 0.17393858730793
--- loss: 0.09693995863199234
--- loss: 0.2511582374572754
Epoch: 5
--- loss: 0.12633243203163147
--- loss: 0.1404179036617279
--- loss: 0.14941707253456116
--- loss: 0.17943429946899414
--- loss: 0.19618895649909973
--- loss: 0.11745039373636246
--- loss: 0.11788611114025116
--- loss: 0.13427281379699707
--- loss: 0.1402456909418106
--- loss: 0.14327289164066315
--- loss: 0.11573613435029984
--- loss: 0.13846133649349213
--- loss: 0.11931245028972626
--- loss: 0.13756462931632996
--- loss: 0.11977879703044891
--- loss: 0.16215866804122925
--- loss: 0.10154367983341217
--- loss: 0.191476508975029
--- loss: 0.09155445545911789
--- loss: 0.15168379247188568
--- loss: 0.11502104252576828
--- loss: 0.09146524220705032
--- loss: 0.10092387348413467
--- loss: 0.18986254930496216
--- loss: 0.12059474736452103
--- loss: 0.12030205130577087
--- loss: 0.09842173010110855
--- loss: 0.08688008785247803
--- loss: 0.11682935804128647
--- loss: 0.10546229034662247
--- loss: 0.12430620193481445
--- loss: 0.09473831206560135
--- loss: 0.09683404862880707
--- loss: 0.13696053624153137
--- loss: 0.09571519494056702
--- loss: 0.12825696170330048
--- loss: 0.1375415176153183
--- loss: 0.12301597744226456
--- loss: 0.14091728627681732
--- loss: 0.13132227957248688
--- loss: 0.1545882374048233
--- loss: 0.12415364384651184
--- loss: 0.1468634456396103
--- loss: 0.13863687217235565
--- loss: 0.12202157080173492
--- loss: 0.09825865179300308
--- loss: 0.13159868121147156
--- loss: 0.10652346909046173
--- loss: 0.126371830701828
--- loss: 0.15792961418628693
--- loss: 0.10707533359527588
--- loss: 0.09160704165697098
--- loss: 0.11207140982151031
--- loss: 0.10873421281576157
--- loss: 0.1278078854084015
--- loss: 0.11362837255001068
--- loss: 0.11499630659818649
--- loss: 0.10271521657705307
Epoch: 6
--- loss: 0.12317653000354767
--- loss: 0.1127844899892807
--- loss: 0.14715193212032318
--- loss: 0.08834940195083618
--- loss: 0.11424031853675842
--- loss: 0.10317349433898926
--- loss: 0.11426670104265213
--- loss: 0.10020934045314789
--- loss: 0.13275617361068726
--- loss: 0.09315641969442368
--- loss: 0.17016476392745972
--- loss: 0.08472394198179245
--- loss: 0.09639517962932587
--- loss: 0.10294774919748306
--- loss: 0.09374818950891495
--- loss: 0.12423187494277954
--- loss: 0.115327388048172
--- loss: 0.07526765763759613
--- loss: 0.17566825449466705
--- loss: 0.06936278194189072
--- loss: 0.0956171452999115
--- loss: 0.1241639107465744
--- loss: 0.15399861335754395
--- loss: 0.18281053006649017
--- loss: 0.08442041277885437
--- loss: 0.11132031679153442
--- loss: 0.09458541125059128
--- loss: 0.09890135377645493
--- loss: 0.11876821517944336
--- loss: 0.10727535933256149
--- loss: 0.09499479085206985
--- loss: 0.1489509642124176
--- loss: 0.10124099999666214
--- loss: 0.08890824764966965
--- loss: 0.12228891998529434
--- loss: 0.13175895810127258
--- loss: 0.08614838123321533
--- loss: 0.0940764769911766
--- loss: 0.1362023502588272
--- loss: 0.1285821795463562
--- loss: 0.09723446518182755
--- loss: 0.10479364544153214
--- loss: 0.131407231092453
--- loss: 0.07268905639648438
--- loss: 0.1270732581615448
--- loss: 0.12517721951007843
--- loss: 0.13177236914634705
--- loss: 0.12477944046258926
--- loss: 0.0973881408572197
--- loss: 0.10573827475309372
--- loss: 0.07737915217876434
--- loss: 0.08850643783807755
--- loss: 0.13489526510238647
--- loss: 0.07258948683738708
--- loss: 0.09423905611038208
--- loss: 0.10825818032026291
--- loss: 0.08351322263479233
--- loss: 0.08205710351467133
Epoch: 7
--- loss: 0.10281623154878616
--- loss: 0.08281083405017853
--- loss: 0.10351784527301788
--- loss: 0.12060341984033585
--- loss: 0.09055877476930618
--- loss: 0.07658160477876663
--- loss: 0.07947351038455963
--- loss: 0.10926664620637894
--- loss: 0.06773777306079865
--- loss: 0.11006902158260345
--- loss: 0.09477822482585907
--- loss: 0.12634190917015076
--- loss: 0.09854152798652649
--- loss: 0.09689405560493469
--- loss: 0.09515219181776047
--- loss: 0.08564493060112
--- loss: 0.06156313046813011
--- loss: 0.10994231700897217
--- loss: 0.10004826635122299
--- loss: 0.11469116806983948
--- loss: 0.08996355533599854
--- loss: 0.09444089978933334
--- loss: 0.1294805407524109
--- loss: 0.12011031061410904
--- loss: 0.10065384209156036
--- loss: 0.13832329213619232
--- loss: 0.10977790504693985
--- loss: 0.107489675283432
--- loss: 0.08266404271125793
--- loss: 0.10832486301660538
--- loss: 0.11645977944135666
--- loss: 0.09991396963596344
--- loss: 0.09965071827173233
--- loss: 0.08621589839458466
--- loss: 0.10719780623912811
--- loss: 0.11456939578056335
--- loss: 0.1367006003856659
--- loss: 0.1364889144897461
--- loss: 0.08381994813680649
--- loss: 0.09619121998548508
--- loss: 0.08611838519573212
--- loss: 0.12971876561641693
--- loss: 0.09617552906274796
--- loss: 0.09494814276695251
--- loss: 0.061109233647584915
--- loss: 0.07086831331253052
--- loss: 0.11199883371591568
--- loss: 0.10210572183132172
--- loss: 0.0691949650645256
--- loss: 0.08578243851661682
--- loss: 0.12198787927627563
--- loss: 0.10451216995716095
--- loss: 0.08722999691963196
--- loss: 0.1045137271285057
--- loss: 0.06649031490087509
--- loss: 0.08656325936317444
--- loss: 0.0923430398106575
--- loss: 0.09002969413995743
Epoch: 8
--- loss: 0.07827974855899811
--- loss: 0.1069193184375763
--- loss: 0.10908828675746918
--- loss: 0.08492368459701538
--- loss: 0.09181492775678635
--- loss: 0.08965621888637543
--- loss: 0.10346098989248276
--- loss: 0.1317761391401291
--- loss: 0.07836668938398361
--- loss: 0.11735659837722778
--- loss: 0.09806632250547409
--- loss: 0.11062458902597427
--- loss: 0.0741308331489563
--- loss: 0.11368166655302048
--- loss: 0.06876447051763535
--- loss: 0.07698314636945724
--- loss: 0.09573394805192947
--- loss: 0.10615375638008118
--- loss: 0.12121735513210297
--- loss: 0.09107500314712524
--- loss: 0.1266799122095108
--- loss: 0.10931690782308578
--- loss: 0.07659229636192322
--- loss: 0.07084901630878448
--- loss: 0.052444763481616974
--- loss: 0.09773669391870499
--- loss: 0.1050959900021553
--- loss: 0.10406920313835144
--- loss: 0.05301894620060921
--- loss: 0.07932974398136139
--- loss: 0.16258153319358826
--- loss: 0.10851368308067322
--- loss: 0.10862111300230026
--- loss: 0.08773567527532578
--- loss: 0.09670097380876541
--- loss: 0.09739930182695389
--- loss: 0.10508488863706589
--- loss: 0.10895275324583054
--- loss: 0.08851708471775055
--- loss: 0.067520372569561
--- loss: 0.10504171252250671
--- loss: 0.06902388483285904
--- loss: 0.13331323862075806
--- loss: 0.11659608036279678
--- loss: 0.07561872899532318
--- loss: 0.10337676852941513
--- loss: 0.10951554775238037
--- loss: 0.07608864456415176
--- loss: 0.07516352832317352
--- loss: 0.13604199886322021
--- loss: 0.07200254499912262
--- loss: 0.10563946515321732
--- loss: 0.09198218584060669
--- loss: 0.10041283071041107
--- loss: 0.09171413630247116
--- loss: 0.09124476462602615
--- loss: 0.10344288498163223
--- loss: 0.08697406947612762
Epoch: 9
--- loss: 0.06821132451295853
--- loss: 0.09446438401937485
--- loss: 0.10827634483575821
--- loss: 0.06937088817358017
--- loss: 0.08598391711711884
--- loss: 0.07384373992681503
--- loss: 0.07998504489660263
--- loss: 0.09315625578165054
--- loss: 0.09187828004360199
--- loss: 0.0711967945098877
--- loss: 0.09911889582872391
--- loss: 0.09226690977811813
--- loss: 0.12437106668949127
--- loss: 0.10616902261972427
--- loss: 0.07368332892656326
--- loss: 0.08219172805547714
--- loss: 0.09245813637971878
--- loss: 0.08459170907735825
--- loss: 0.07151846587657928
--- loss: 0.06639507412910461
--- loss: 0.12699832022190094
--- loss: 0.1051681712269783
--- loss: 0.09150228649377823
--- loss: 0.09311214089393616
--- loss: 0.12124734371900558
--- loss: 0.1090506836771965
--- loss: 0.1026090681552887
--- loss: 0.11908023804426193
--- loss: 0.14899560809135437
--- loss: 0.09446824342012405
--- loss: 0.09957028180360794
--- loss: 0.13466967642307281
--- loss: 0.11621247977018356
--- loss: 0.05840426683425903
--- loss: 0.051883287727832794
--- loss: 0.05514396354556084
--- loss: 0.08636374771595001
--- loss: 0.10815533250570297
--- loss: 0.10828734934329987
--- loss: 0.06956998258829117
--- loss: 0.05257214233279228
--- loss: 0.08329272270202637
--- loss: 0.1106133982539177
--- loss: 0.11595504730939865
--- loss: 0.08286349475383759
--- loss: 0.053586240857839584
--- loss: 0.06897427886724472
--- loss: 0.11547962576150894
--- loss: 0.06167075037956238
--- loss: 0.07358530908823013
--- loss: 0.07854674011468887
--- loss: 0.07973815500736237
--- loss: 0.10217246413230896
--- loss: 0.0904245674610138
--- loss: 0.05699307471513748
--- loss: 0.07758627831935883
--- loss: 0.08407821506261826
--- loss: 0.130287304520607
Epoch: 10
--- loss: 0.0734018012881279
--- loss: 0.09755770117044449
--- loss: 0.0981161892414093
--- loss: 0.07676225900650024
--- loss: 0.07141772657632828
--- loss: 0.07446538656949997
--- loss: 0.0950319841504097
--- loss: 0.09831149876117706
--- loss: 0.07682888954877853
--- loss: 0.10826446861028671
--- loss: 0.08177285641431808
--- loss: 0.07502571493387222
--- loss: 0.08499041199684143
--- loss: 0.07934334874153137
--- loss: 0.050976961851119995
--- loss: 0.07794491946697235
--- loss: 0.06850308924913406
--- loss: 0.09077055007219315
--- loss: 0.0932793840765953
--- loss: 0.09016158431768417
--- loss: 0.08441775292158127
--- loss: 0.07420893013477325
--- loss: 0.06617850065231323
--- loss: 0.06992572546005249
--- loss: 0.07988394051790237
--- loss: 0.048795126378536224
--- loss: 0.09990391135215759
--- loss: 0.05617867782711983
--- loss: 0.09870613366365433
--- loss: 0.08934894949197769
--- loss: 0.09208691865205765
--- loss: 0.032121170312166214
--- loss: 0.1141391471028328
--- loss: 0.08604355901479721
--- loss: 0.09280242770910263
--- loss: 0.08900681138038635
--- loss: 0.07699176669120789
--- loss: 0.09076070040464401
--- loss: 0.06843689829111099
--- loss: 0.08703659474849701
--- loss: 0.052690498530864716
--- loss: 0.06154068186879158
--- loss: 0.07593999058008194
--- loss: 0.1027797982096672
--- loss: 0.09064736217260361
--- loss: 0.065870001912117
--- loss: 0.07435838878154755
--- loss: 0.07861196994781494
--- loss: 0.11238690465688705
--- loss: 0.060759562999010086
--- loss: 0.07795263081789017
--- loss: 0.12399642169475555
--- loss: 0.06094291806221008
--- loss: 0.05557147040963173
--- loss: 0.07062170654535294
--- loss: 0.09752339869737625
--- loss: 0.05992227792739868
--- loss: 0.06362443417310715
Epoch: 11
--- loss: 0.08782819658517838
--- loss: 0.05367567762732506
--- loss: 0.05392470955848694
--- loss: 0.06410150974988937
--- loss: 0.08601932227611542
--- loss: 0.08114302903413773
--- loss: 0.08554252237081528
--- loss: 0.07291720807552338
--- loss: 0.0622396357357502
--- loss: 0.07092340290546417
--- loss: 0.1158347949385643
--- loss: 0.06539511680603027
--- loss: 0.0729672908782959
--- loss: 0.07102379947900772
--- loss: 0.09047312289476395
--- loss: 0.07069075852632523
--- loss: 0.08097107708454132
--- loss: 0.0650879442691803
--- loss: 0.0837264135479927
--- loss: 0.08076921850442886
--- loss: 0.07316070050001144
--- loss: 0.08977577835321426
--- loss: 0.06536257266998291
--- loss: 0.053090859204530716
--- loss: 0.06685005128383636
--- loss: 0.09403681010007858
--- loss: 0.06101294234395027
--- loss: 0.09973757714033127
--- loss: 0.06968268007040024
--- loss: 0.08112706243991852
--- loss: 0.07562289386987686
--- loss: 0.06061188504099846
--- loss: 0.07920598238706589
--- loss: 0.0670442283153534
--- loss: 0.0867919847369194
--- loss: 0.06431587785482407
--- loss: 0.06463047116994858
--- loss: 0.07052087038755417
--- loss: 0.08258030563592911
--- loss: 0.0712553933262825
--- loss: 0.05528319999575615
--- loss: 0.06176139414310455
--- loss: 0.09855934232473373
--- loss: 0.05311267822980881
--- loss: 0.06089390441775322
--- loss: 0.09570765495300293
--- loss: 0.08078811317682266
--- loss: 0.07731536775827408
--- loss: 0.05987602844834328
--- loss: 0.06611528992652893
--- loss: 0.07004600018262863
--- loss: 0.07014261186122894
--- loss: 0.08100654929876328
--- loss: 0.0988052561879158
--- loss: 0.08213363587856293
--- loss: 0.059168510138988495
--- loss: 0.09266533702611923
--- loss: 0.05647408217191696
Epoch: 12
--- loss: 0.07487411051988602
--- loss: 0.08137677609920502
--- loss: 0.06785786151885986
--- loss: 0.09742790460586548
--- loss: 0.058271486312150955
--- loss: 0.07653901726007462
--- loss: 0.09214219450950623
--- loss: 0.05069747567176819
--- loss: 0.07042717933654785
--- loss: 0.06236851215362549
--- loss: 0.07552822679281235
--- loss: 0.061480406671762466
--- loss: 0.09616100788116455
--- loss: 0.06103197857737541
--- loss: 0.05150465667247772
--- loss: 0.06929957866668701
--- loss: 0.0701383650302887
--- loss: 0.07259002327919006
--- loss: 0.08866052329540253
--- loss: 0.08256445825099945
--- loss: 0.07722950726747513
--- loss: 0.07027725875377655
--- loss: 0.049054745584726334
--- loss: 0.05738678574562073
--- loss: 0.06533458828926086
--- loss: 0.07323285192251205
--- loss: 0.06049621105194092
--- loss: 0.05751068890094757
--- loss: 0.09088066220283508
--- loss: 0.08722597360610962
--- loss: 0.09175556153059006
--- loss: 0.06984560191631317
--- loss: 0.06515739113092422
--- loss: 0.09845539182424545
--- loss: 0.07441253960132599
--- loss: 0.06499224901199341
--- loss: 0.0811813697218895
--- loss: 0.04650910198688507
--- loss: 0.09168300032615662
--- loss: 0.04960404708981514
--- loss: 0.08067332208156586
--- loss: 0.04919075965881348
--- loss: 0.08502130210399628
--- loss: 0.07135570794343948
--- loss: 0.07367729395627975
--- loss: 0.0632806345820427
--- loss: 0.059068161994218826
--- loss: 0.07162514328956604
--- loss: 0.050597451627254486
--- loss: 0.10539934039115906
--- loss: 0.05737244337797165
--- loss: 0.05269450321793556
--- loss: 0.0737903043627739
--- loss: 0.08298774063587189
--- loss: 0.056736093014478683
--- loss: 0.06997445225715637
--- loss: 0.07449515163898468
--- loss: 0.06696563959121704
Epoch: 13
--- loss: 0.057676542550325394
--- loss: 0.047951895743608475
--- loss: 0.08057111501693726
--- loss: 0.07607045024633408
--- loss: 0.05251007154583931
--- loss: 0.05980197712779045
--- loss: 0.053212326020002365
--- loss: 0.06369095295667648
--- loss: 0.057355038821697235
--- loss: 0.13086247444152832
--- loss: 0.056509263813495636
--- loss: 0.04984505847096443
--- loss: 0.09001250565052032
--- loss: 0.07896790653467178
--- loss: 0.06936747580766678
--- loss: 0.11010805517435074
--- loss: 0.07312551140785217
--- loss: 0.05382789298892021
--- loss: 0.04805990681052208
--- loss: 0.07707147300243378
--- loss: 0.04439236596226692
--- loss: 0.06706059724092484
--- loss: 0.059167828410863876
--- loss: 0.07444498687982559
--- loss: 0.056241486221551895
--- loss: 0.08885335922241211
--- loss: 0.06368125230073929
--- loss: 0.09767257422208786
--- loss: 0.052779264748096466
--- loss: 0.06466761231422424
--- loss: 0.058879170566797256
--- loss: 0.07076142728328705
--- loss: 0.049751218408346176
--- loss: 0.0580083504319191
--- loss: 0.048857565969228745
--- loss: 0.04381619021296501
--- loss: 0.06832162290811539
--- loss: 0.08037680387496948
--- loss: 0.07360101491212845
--- loss: 0.08044115453958511
--- loss: 0.08819890767335892
--- loss: 0.06121242046356201
--- loss: 0.061902981251478195
--- loss: 0.07393629848957062
--- loss: 0.08388491719961166
--- loss: 0.06633240729570389
--- loss: 0.0586356557905674
--- loss: 0.0775289237499237
--- loss: 0.06825920194387436
--- loss: 0.07744687050580978
--- loss: 0.08962241560220718
--- loss: 0.08339563012123108
--- loss: 0.06613034009933472
--- loss: 0.07078559696674347
--- loss: 0.07923951745033264
--- loss: 0.06325765699148178
--- loss: 0.06336591392755508
--- loss: 0.061936598271131516
Epoch: 14
--- loss: 0.05168810859322548
--- loss: 0.06579257547855377
--- loss: 0.06910485029220581
--- loss: 0.05730711668729782
--- loss: 0.0901050716638565
--- loss: 0.05847160518169403
--- loss: 0.04369119182229042
--- loss: 0.07554932683706284
--- loss: 0.055094022303819656
--- loss: 0.06681131571531296
--- loss: 0.08274252712726593
--- loss: 0.0661163330078125
--- loss: 0.06325862556695938
--- loss: 0.04734804481267929
--- loss: 0.053346049040555954
--- loss: 0.05373907461762428
--- loss: 0.04690336808562279
--- loss: 0.070093534886837
--- loss: 0.05388941988348961
--- loss: 0.04122735559940338
--- loss: 0.04768282175064087
--- loss: 0.07522386312484741
--- loss: 0.06462295353412628
--- loss: 0.07771645486354828
--- loss: 0.051257770508527756
--- loss: 0.09033463895320892
--- loss: 0.047919612377882004
--- loss: 0.06111397221684456
--- loss: 0.06413769721984863
--- loss: 0.0485316701233387
--- loss: 0.043586574494838715
--- loss: 0.05486474186182022
--- loss: 0.0858575627207756
--- loss: 0.07100510597229004
--- loss: 0.05795924365520477
--- loss: 0.07302668690681458
--- loss: 0.05200692638754845
--- loss: 0.0854073092341423
--- loss: 0.042113665491342545
--- loss: 0.060000624507665634
--- loss: 0.04485365003347397
--- loss: 0.0602966733276844
--- loss: 0.07809047400951385
--- loss: 0.04706494137644768
--- loss: 0.08754400163888931
--- loss: 0.05323426052927971
--- loss: 0.038976605981588364
--- loss: 0.054719917476177216
--- loss: 0.0541796050965786
--- loss: 0.07258618623018265
--- loss: 0.08995547890663147
--- loss: 0.05432372912764549
--- loss: 0.04718803986907005
--- loss: 0.09690285474061966
--- loss: 0.0635981410741806
--- loss: 0.04195879399776459
--- loss: 0.07600069791078568
--- loss: 0.07137671113014221
Epoch: 15
--- loss: 0.05515807121992111
--- loss: 0.05716260150074959
--- loss: 0.06012202054262161
--- loss: 0.07718002796173096
--- loss: 0.07704893499612808
--- loss: 0.07209066301584244
--- loss: 0.06681790202856064
--- loss: 0.07833804190158844
--- loss: 0.05462157353758812
--- loss: 0.05286531522870064
--- loss: 0.044278066605329514
--- loss: 0.07818005979061127
--- loss: 0.05470955744385719
--- loss: 0.05421585962176323
--- loss: 0.06298323720693588
--- loss: 0.05854718014597893
--- loss: 0.04768309369683266
--- loss: 0.04936358332633972
--- loss: 0.02912803180515766
--- loss: 0.05494721606373787
--- loss: 0.06549912691116333
--- loss: 0.041420549154281616
--- loss: 0.04600338265299797
--- loss: 0.048089779913425446
--- loss: 0.0631779283285141
--- loss: 0.04717745631933212
--- loss: 0.04038116708397865
--- loss: 0.041780851781368256
--- loss: 0.0464409701526165
--- loss: 0.03259561210870743
--- loss: 0.0687888115644455
--- loss: 0.048372767865657806
--- loss: 0.05135444179177284
--- loss: 0.052372872829437256
--- loss: 0.04080851376056671
--- loss: 0.043385472148656845
--- loss: 0.04142425209283829
--- loss: 0.09627286344766617
--- loss: 0.03514804691076279
--- loss: 0.05641080439090729
--- loss: 0.07552105188369751
--- loss: 0.07219245284795761
--- loss: 0.04801773652434349
--- loss: 0.08869707584381104
--- loss: 0.08917319029569626
--- loss: 0.04997910559177399
--- loss: 0.061335720121860504
--- loss: 0.046060800552368164
--- loss: 0.04509103670716286
--- loss: 0.042261384427547455
--- loss: 0.03998012840747833
